id,lessons_delivered,mean_lesson_price,lessons_given,lessons_started_fraction,lessons_per_pupil,money_recieved,blocked,is_email_confirmed,lesson_cost,is_display,is_cell_phone_confirmed,area_id,review_num,age_tutor,experience_tutor,time_month_reg,time_last_visited,subject_num,def_price,for_one_from_all,active_no_close,def_price_for_one,price_between,lesson_duration_30.0,lesson_duration_40.0,lesson_duration_45.0,lesson_duration_50.0,lesson_duration_55.0,lesson_duration_60.0,lesson_duration_65.0,lesson_duration_80.0,lesson_duration_90.0,lesson_duration_120.0,lesson_duration_160.0,sex_1.0,sex_2.0
244419,626.0,1424.421594,389.0,0.275862069,48.625,554100.0,0,0.0,1000.0,1.0,0.0,1.0,6.0,47.0,14.0,31.0,609.0,1,1284.375,0.23232838500024922,,0.0,1500.0,False,False,False,False,False,True,False,False,False,False,False,False,True
237156,100.0,1500.0,97.0,0.1,48.5,145500.0,0,0.0,2000.0,1.0,0.0,1.0,4.0,30.0,11.0,33.0,608.0,1,922.5,0.15205128205128204,,1500.0,750.0,False,False,False,False,False,True,False,False,False,False,False,False,True
144095,378.0,1023.966942,242.0,0.3571428571,48.4,247800.0,0,0.0,800.0,1.0,0.0,55.0,10.0,24.0,7.0,70.0,610.0,2,-900.0,0.3919735776464655,,0.0,1000.0,False,False,False,False,False,True,False,False,False,False,False,False,True
75293,536.0,1368.358209,335.0,0.0985915493,47.85714286,458400.0,0,0.0,2000.0,1.0,0.0,2.0,6.0,40.0,14.0,113.0,651.0,3,-1380.0,0.3857839419449709,,1500.0,1100.0,False,False,False,False,False,True,False,False,False,False,False,False,True
146553,1314.0,2210.230692,997.0,0.875,47.47619048,2203600.0,0,0.0,1800.0,1.0,0.0,1.0,26.0,53.0,12.0,68.0,614.0,2,-18.75,0.1811983002875378,,0.0,2421.4285714285716,False,False,False,False,False,True,False,False,False,False,False,False,True
145938,2030.0,1997.892074,1186.0,0.3521126761,47.44,2369500.0,0,0.0,2500.0,1.0,0.0,38.0,26.0,43.0,19.0,68.0,629.0,3,660.7142857142857,0.48574563272578863,2.0,250.0,2108.333333333333,False,False,False,False,False,True,False,False,False,False,False,False,True
81398,344.0,2218.108108,185.0,0.2666666667,46.25,410350.0,0,0.0,1200.0,1.0,0.0,1.0,18.0,29.0,11.0,110.0,611.0,1,-485.8333333333333,0.16179665132046087,,0.0,2025.0,False,False,True,False,False,False,False,False,False,False,False,False,True
180653,964.0,2098.086735,784.0,0.5,46.11764706,1644900.0,0,0.0,0.0,1.0,0.0,1.0,16.0,28.0,6.0,55.0,598.0,1,-2214.285714285714,0.06928258803331153,,1612.5,1773.6607142857142,False,False,False,False,False,True,False,False,False,False,False,True,False
20039,750.0,3343.554953,737.0,0.275862069,46.0625,2464200.0,0,0.0,2000.0,1.0,0.0,1.0,33.0,48.0,25.0,160.0,598.0,3,-1390.0,0.12321263496789661,,2812.5,2004.4642857142858,False,False,False,False,False,True,False,False,False,False,False,False,True
124543,1585.0,3221.422142,1111.0,0.3787878788,44.44,3579000.0,0,0.0,3000.0,1.0,0.0,1.0,18.0,53.0,31.0,80.0,598.0,1,-2400.0,0.16625838168817594,,1375.0,3864.583333333333,False,False,False,False,False,True,False,False,False,False,False,True,False
273049,46.0,1000.0,44.0,0.25,44.0,44000.0,0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,2.0,20.0,598.0,1,266.6666666666667,0.0537037037037037,,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,True
261220,691.0,1403.125,432.0,0.5,43.2,606150.0,0,0.0,1200.0,1.0,0.0,2.0,3.0,34.0,9.0,24.0,632.0,1,-416.6666666666667,0.0387108300135821,,250.0,1250.0,False,False,False,False,False,True,False,False,False,False,False,False,True
226090,1450.0,1214.954683,993.0,0.2948717949,43.17391304,1206450.0,0,0.0,600.0,1.0,0.0,21.0,8.0,42.0,24.0,39.0,603.0,1,-710.0,0.23346229671284086,,350.0,1290.0,False,False,False,False,False,True,False,False,False,False,False,False,True
4587,136.0,1307.03125,128.0,0.08571428571,42.66666667,167300.0,0,0.0,2000.0,1.0,1.0,1.0,11.0,40.0,22.0,179.0,631.0,2,-1666.6666666666667,0.26939414263357925,,,,False,False,False,False,False,True,False,False,False,False,False,False,True
232748,2505.0,1877.21374,1310.0,0.4492753623,42.25806452,2459150.0,0,0.0,2000.0,1.0,0.0,1.0,15.0,39.0,14.0,35.0,598.0,2,-1200.9615384615386,0.44831572212135223,,685.0,1737.1031746031745,False,False,True,False,False,False,False,False,False,False,False,True,False
151958,1936.0,1303.640146,1923.0,0.7076923077,41.80434783,2506900.0,0,0.0,1500.0,1.0,0.0,1.0,65.0,27.0,9.0,67.0,599.0,3,-577.1929824561403,0.2534471491876363,1.0,1318.1818181818182,628.1326249508068,False,False,False,False,False,True,False,False,False,False,False,False,True
149380,780.0,1207.305476,694.0,0.4358974359,40.82352941,837870.0,0,0.0,1300.0,1.0,0.0,1.0,5.0,26.0,8.0,67.0,598.0,1,-896.6666666666666,0.2368565729395704,,1285.7142857142858,470.1360544217687,False,False,False,False,False,True,False,False,False,False,False,False,True
71958,542.0,3294.150246,406.0,0.5,40.6,1337425.0,0,0.0,6000.0,0.0,0.0,1.0,30.0,30.0,10.0,114.0,606.0,3,-3642.8571428571427,0.031157369491629783,,0.0,4350.0,False,False,False,False,False,True,False,False,False,False,False,False,True
304200,137.0,940.0,40.0,0.05,40.0,37600.0,0,0.0,0.0,1.0,0.0,2.0,0.0,52.0,13.0,9.0,,1,-1000.0,0.0196078431372549,,0.0,625.0,False,False,False,False,False,True,False,False,False,False,False,False,True
236768,163.0,1343.037975,158.0,0.1081081081,39.5,212200.0,0,0.0,1200.0,1.0,0.0,13.0,2.0,44.0,19.0,33.0,599.0,1,-233.33333333333334,0.4474057840167754,,,,False,False,False,False,False,True,False,False,False,False,False,False,True
298407,40.0,1200.0,39.0,0.1,39.0,46800.0,0,0.0,1200.0,1.0,0.0,51.0,0.0,35.0,14.0,10.0,,1,-1200.0,0.023809523809523808,,1200.0,514.2857142857143,False,False,False,False,False,True,False,False,False,False,False,True,False
70215,234.0,3116.883117,77.0,0.09523809524,38.5,240000.0,0,0.0,3000.0,1.0,0.0,1.0,12.0,58.0,33.0,115.0,598.0,2,-787.5,0.5124385749385749,,2500.0,1818.1818181818182,False,False,False,False,False,True,False,False,False,False,False,True,False
237617,41.0,1186.842105,38.0,0.125,38.0,45100.0,0,0.0,1000.0,1.0,0.0,1.0,3.0,28.0,7.0,33.0,599.0,1,1100.0,0.717948717948718,,,,False,False,False,False,False,True,False,False,False,False,False,True,False
277168,119.0,2500.0,38.0,0.07142857143,38.0,95000.0,0,0.0,2500.0,1.0,0.0,1.0,0.0,53.0,24.0,19.0,,2,-2500.0,0.5128205128205128,,0.0,2500.0,False,False,False,False,False,True,False,False,False,False,False,False,True
38387,231.0,3614.317181,227.0,0.1935483871,37.83333333,820450.0,0,0.0,1500.0,1.0,0.0,2.0,20.0,47.0,22.0,143.0,601.0,1,3660.4166666666665,0.17320748673495784,,3825.0,1639.2857142857142,False,False,False,False,False,False,False,False,False,True,False,False,True
191796,350.0,1231.368821,263.0,0.2058823529,37.57142857,323850.0,0,0.0,1000.0,0.0,0.0,46.0,45.0,50.0,30.0,51.0,639.0,1,796.4285714285714,0.12618756965229777,,0.0,1100.0,False,False,False,False,False,True,False,False,False,False,False,False,True
177552,129.0,2474.324324,74.0,0.08695652174,37.0,183100.0,1,0.0,1800.0,1.0,0.0,1.0,8.0,46.0,24.0,55.0,600.0,1,-500.0,0.05176077717061323,,450.0,3000.0,False,False,False,False,False,True,False,False,False,False,False,False,True
276013,50.0,1195.945946,37.0,0.1428571429,37.0,44250.0,0,0.0,500.0,1.0,0.0,1.0,4.0,39.0,3.0,19.0,599.0,1,692.5,0.335269617518818,,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False
2791,1149.0,1849.560633,1138.0,0.4696969697,36.70967742,2104800.0,0,0.0,1800.0,1.0,0.0,1.0,35.0,48.0,25.0,183.0,599.0,1,-2062.5,0.2481273686291743,,1900.0,1100.9259259259259,False,False,False,False,False,True,False,False,False,False,False,False,True
119422,216.0,2910.232558,215.0,0.2727272727,35.83333333,625700.0,0,0.0,1700.0,1.0,0.0,1.0,3.0,32.0,11.0,83.0,602.0,3,-2133.3333333333335,0.03706507034139676,,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,True,False
204523,514.0,1374.881517,211.0,0.1818181818,35.16666667,290100.0,0,0.0,800.0,1.0,0.0,1.0,9.0,25.0,6.0,46.0,601.0,1,570.0,0.5530488539501822,,560.0,1304.6428571428573,False,False,False,False,False,True,False,False,False,False,False,False,True
70918,911.0,1970.471014,552.0,0.64,34.5,1087700.0,0,0.0,2500.0,1.0,0.0,1.0,17.0,31.0,12.0,115.0,609.0,1,1485.4166666666667,0.29110586591625703,,200.0,2020.0,False,False,False,False,False,True,False,False,False,False,False,False,True
298626,37.0,600.0,34.0,0.06666666667,34.0,20400.0,1,0.0,800.0,1.0,0.0,13.0,0.0,20.0,3.0,10.0,,1,-600.0,0.5900900900900901,,600.0,225.0,False,False,False,False,False,True,False,False,False,False,False,False,True
235485,35.0,1500.0,34.0,0.05882352941,34.0,51000.0,0,0.0,500.0,1.0,0.0,1.0,1.0,27.0,8.0,34.0,751.0,1,-1500.0,0.029411764705882353,,,,False,False,False,False,False,True,False,False,False,False,False,False,True
106595,212.0,2128.75,200.0,0.3,33.33333333,425750.0,0,0.0,2100.0,1.0,0.0,2.0,45.0,58.0,18.0,93.0,599.0,2,-740.0,0.4699230478952297,,600.0,2166.6666666666665,False,False,False,False,False,False,False,False,True,False,False,True,False
142750,397.0,1224.242424,396.0,0.4444444444,33.0,484800.0,0,0.0,1500.0,1.0,0.0,14.0,10.0,39.0,12.0,71.0,633.0,2,-940.0,0.365138887258919,,1300.0,481.8181818181818,False,False,False,False,False,True,False,False,False,False,False,True,False
73717,1089.0,1989.805825,824.0,0.1666666667,32.96,1639600.0,0,0.0,2000.0,1.0,0.0,2.0,31.0,34.0,15.0,114.0,603.0,2,-2175.0,0.2670575572101243,,0.0,2500.0,False,False,False,False,False,True,False,False,False,False,False,False,True
229566,766.0,1075.855856,555.0,0.1440677966,32.64705882,597100.0,0,0.0,1300.0,1.0,0.0,20.0,11.0,24.0,6.0,37.0,647.0,1,302.0833333333333,0.48857641674558183,,0.0,1516.6666666666667,False,False,False,False,False,True,False,False,False,False,False,False,True
180865,991.0,2224.642127,978.0,0.3,32.6,2175700.0,0,0.0,2000.0,1.0,0.0,1.0,10.0,53.0,29.0,55.0,642.0,1,-2375.0,0.1934291824358634,,1562.5,2227.4210164835167,False,False,False,False,False,True,False,False,False,False,False,False,True
89197,212.0,3023.076923,65.0,0.125,32.5,196500.0,0,0.0,2000.0,1.0,0.0,1.0,1.0,34.0,16.0,103.0,601.0,1,-3500.0,0.015873015873015872,,0.0,3000.0,False,False,False,False,False,True,False,False,False,False,False,False,True
222120,267.0,1688.461538,130.0,0.1481481481,32.5,219500.0,0,0.0,1500.0,0.0,0.0,1.0,20.0,22.0,4.0,40.0,609.0,1,1910.0,0.15978945478865222,,0.0,1666.6666666666667,False,False,False,False,False,True,False,False,False,False,False,True,False
54735,997.0,1972.504537,551.0,0.3469387755,32.41176471,1086850.0,0,0.0,1850.0,1.0,0.0,1.0,19.0,42.0,22.0,127.0,614.0,1,-1762.5,0.1557111447941381,,0.0,2054.5454545454545,False,False,True,False,False,False,False,False,False,False,False,False,True
160756,786.0,1341.387025,447.0,0.1707317073,31.92857143,599600.0,0,0.0,1000.0,1.0,0.0,14.0,12.0,49.0,29.0,63.0,604.0,4,70.625,0.4011623292496497,,280.0,1214.0,False,False,False,False,False,True,False,False,False,False,False,False,True
138889,128.0,2086.614173,127.0,0.2857142857,31.75,265000.0,0,0.0,2000.0,1.0,0.0,1.0,54.0,25.0,6.0,74.0,614.0,2,-222.0,0.5187665616616088,2.0,,,False,False,False,False,False,True,False,False,False,False,False,True,False
192367,102.0,694.7368421,95.0,0.08108108108,31.66666667,66000.0,1,0.0,1500.0,1.0,0.0,48.0,1.0,27.0,9.0,51.0,843.0,1,-700.0,0.5147727272727273,,800.0,469.4444444444445,False,False,False,False,False,True,False,False,False,False,False,False,True
55463,221.0,1823.710407,221.0,0.1458333333,31.57142857,403040.0,0,0.0,900.0,1.0,0.0,1.0,31.0,43.0,20.0,127.0,619.0,1,347.14285714285717,0.5584218325894068,1.0,1900.0,580.0,False,False,True,False,False,False,False,False,False,False,False,False,True
240286,214.0,2487.2,125.0,0.4,31.25,310900.0,1,0.0,3000.0,1.0,0.0,1.0,5.0,32.0,7.0,32.0,638.0,1,-415.0,0.05321954396440698,,0.0,2500.0,False,False,False,False,False,True,False,False,False,False,False,False,True
91238,854.0,1342.204301,372.0,0.4615384615,31.0,499300.0,0,0.0,1000.0,1.0,0.0,1.0,23.0,32.0,14.0,103.0,600.0,1,897.3214285714286,0.22551763610125236,,0.0,1458.3333333333333,False,False,False,False,False,True,False,False,False,False,False,False,True
144071,32.0,1200.0,31.0,0.05555555556,31.0,37200.0,0,0.0,625.0,1.0,0.0,1.0,33.0,57.0,35.0,70.0,598.0,1,1197.142857142857,0.5215591397849463,,,,False,False,False,False,False,True,False,False,False,False,False,False,True
29830,468.0,4040.48583,247.0,0.347826087,30.875,998000.0,0,0.0,5000.0,1.0,0.0,2.0,32.0,36.0,18.0,150.0,628.0,1,-261.66666666666674,0.5989408242707234,2.0,0.0,4866.666666666667,False,False,False,False,False,True,False,False,False,False,False,False,True
95463,123.0,1779.229508,122.0,0.04597701149,30.5,217066.0,1,0.0,1500.0,1.0,0.0,1.0,27.0,59.0,35.0,101.0,723.0,3,943.75,0.6908453766894151,,1950.0,1072.5,False,False,False,False,False,True,False,False,False,False,False,False,True
224381,1655.0,1539.434629,1415.0,0.3286713287,30.10638298,2178300.0,0,0.0,1500.0,1.0,0.0,1.0,38.0,35.0,12.0,39.0,598.0,6,-1707.6923076923076,0.24438707669823684,,0.0,1700.0,False,False,False,False,False,True,False,False,False,False,False,True,False
211800,530.0,2274.853229,511.0,0.2,30.05882353,1162450.0,0,0.0,0.0,1.0,0.0,35.0,14.0,44.0,22.0,44.0,598.0,1,1749.6153846153845,0.7338084942331209,,2650.0,1523.148148148148,False,False,False,False,False,True,False,False,False,False,False,False,True
246493,37.0,680.0,30.0,0.07142857143,30.0,20400.0,1,0.0,2500.0,1.0,0.0,3.0,4.0,36.0,16.0,31.0,601.0,1,-216.66666666666666,0.4354575163398693,,,,False,False,False,False,False,True,False,False,False,False,False,True,False
284239,32.0,1500.0,30.0,0.125,30.0,45000.0,0,0.0,1300.0,1.0,0.0,17.0,1.0,42.0,13.0,16.0,,1,-1500.0,0.5161290322580645,,,,False,False,False,False,False,True,False,False,False,False,False,False,True
141447,103.0,1250.0,30.0,0.3333333333,30.0,37500.0,0,0.0,1500.0,1.0,0.0,1.0,35.0,26.0,8.0,72.0,645.0,2,3002.5,0.9744816586921851,3.0,0.0,1166.6666666666667,False,False,False,False,False,True,False,False,False,False,False,False,True
234888,206.0,2400.0,59.0,0.09523809524,29.5,141600.0,1,0.0,4800.0,1.0,0.0,1.0,1.0,31.0,6.0,34.0,709.0,1,412.0,0.34024313480156476,,0.0,2500.0,False,False,True,False,False,False,False,False,False,False,False,False,True
147759,755.0,2582.926829,410.0,0.1414141414,29.28571429,1059000.0,0,0.0,1200.0,1.0,0.0,1.0,9.0,48.0,11.0,68.0,616.0,2,3.8461538461538463,0.4579873352931964,,800.0,2983.333333333333,False,False,False,False,False,True,False,False,False,False,False,False,True
284569,1135.0,2209.918478,736.0,0.4262295082,28.30769231,1626500.0,0,0.0,1500.0,1.0,0.0,1.0,11.0,28.0,8.0,16.0,,2,-2100.0,0.13544382666332427,,111.11111111111111,2500.0,False,False,False,False,False,True,False,False,False,False,False,True,False
137050,1287.0,1642.682927,820.0,0.1676300578,28.27586207,1347000.0,0,0.0,1500.0,1.0,0.0,5.0,66.0,43.0,23.0,75.0,609.0,3,-204.28571428571428,0.36665755224642244,,750.0,1406.6785714285713,False,False,False,False,False,True,False,False,False,False,False,False,True
186256,816.0,1205.449591,367.0,0.2549019608,28.23076923,442400.0,0,0.0,1100.0,1.0,0.0,1.0,8.0,44.0,15.0,53.0,664.0,1,-1200.0,0.27243550412514234,,0.0,1204.1666666666667,False,False,False,False,False,True,False,False,False,False,False,False,True
42962,333.0,1926.06383,282.0,0.25,28.2,543150.0,0,0.0,1500.0,1.0,0.0,1.0,22.0,39.0,19.0,138.0,598.0,2,-150.0,0.4246930881044593,,0.0,1650.0,False,False,False,False,False,True,False,False,False,False,False,False,True
9245,3012.0,2243.610447,2508.0,0.5,28.17977528,5626975.0,0,0.0,3000.0,1.0,1.0,1.0,80.0,36.0,17.0,171.0,599.0,2,-3264.5625,0.2945590911610531,,300.0,3333.3333333333335,False,False,False,False,False,True,False,False,False,False,False,True,False
121729,30.0,3500.0,28.0,0.04347826087,28.0,98000.0,1,0.0,3500.0,1.0,0.0,1.0,1.0,39.0,17.0,82.0,631.0,2,-4000.0,0.4281609195402299,,,,False,False,False,False,False,False,False,False,True,False,False,True,False
262122,29.0,1200.0,28.0,0.1111111111,28.0,33600.0,0,0.0,800.0,0.0,0.0,1.0,1.0,21.0,3.0,23.0,721.0,2,-1250.0,0.5178571428571429,,,,False,False,False,False,False,True,False,False,False,False,False,False,True
101943,66.0,1300.0,28.0,0.125,28.0,36400.0,0,0.0,1300.0,1.0,0.0,2.0,17.0,37.0,16.0,97.0,892.0,3,1949.0,0.44660705389392025,,0.0,1300.0,False,False,False,False,False,True,False,False,False,False,False,True,False
49396,59.0,4000.0,28.0,0.05,28.0,112000.0,1,0.0,2500.0,1.0,0.0,1.0,12.0,27.0,9.0,133.0,645.0,2,1600.0,0.8927203065134101,4.0,0.0,4000.0,False,False,False,False,False,False,False,False,True,False,False,False,True
4870,360.0,2128.869048,252.0,0.4285714286,28.0,536475.0,0,1.0,900.0,1.0,0.0,1.0,17.0,39.0,21.0,178.0,600.0,1,1186.4285714285713,0.2485627988950777,,0.0,2100.0,True,False,False,False,False,False,False,False,False,False,False,False,True
151234,150.0,2873.079137,139.0,0.09090909091,27.8,399358.0,0,0.0,800.0,1.0,0.0,15.0,31.0,35.0,16.0,67.0,610.0,1,1766.6666666666667,0.7870478446719058,,0.0,2250.0,False,False,False,False,False,True,False,False,False,False,False,False,True
71052,777.0,1262.977867,497.0,0.5625,27.61111111,627700.0,0,0.0,700.0,1.0,0.0,1.0,48.0,30.0,11.0,115.0,610.0,3,240.9090909090909,0.5781266775606202,1.0,740.0,854.6666666666666,False,False,False,False,False,True,False,False,False,False,False,False,True
66029,161.0,2104.545455,110.0,0.09302325581,27.5,231500.0,0,0.0,2500.0,1.0,0.0,13.0,3.0,44.0,16.0,118.0,598.0,1,334.2857142857143,0.531153087896509,,0.0,1500.0,False,False,False,False,False,True,False,False,False,False,False,False,True
155383,275.0,1448.545455,275.0,0.4,27.5,398350.0,0,0.0,1000.0,1.0,0.0,1.0,18.0,26.0,7.0,66.0,615.0,2,237.5,0.6063477423306295,3.0,650.0,325.0,False,False,False,False,False,True,False,False,False,False,False,False,True
192159,390.0,1458.919271,384.0,0.1359223301,27.42857143,560225.0,0,0.0,0.0,1.0,0.0,1.0,16.0,35.0,10.0,51.0,614.0,1,-1540.0,0.4088840155945419,,,,False,False,False,False,False,False,False,False,True,False,False,True,False
201454,233.0,1100.456621,219.0,0.2105263158,27.375,241000.0,0,0.0,500.0,1.0,0.0,70.0,5.0,42.0,15.0,47.0,615.0,3,318.125,0.3861188529000957,,975.0,761.9444444444445,True,False,False,False,False,False,False,False,False,False,False,False,True
63967,529.0,1429.503916,383.0,0.2641509434,27.35714286,547500.0,0,0.0,700.0,1.0,0.0,1.0,88.0,33.0,14.0,120.0,599.0,1,2357.8125,0.39707056979278327,,0.0,1000.0,False,False,False,False,False,True,False,False,False,False,False,False,True
78487,28.0,1251.851852,27.0,0.5,27.0,33800.0,0,0.0,2000.0,1.0,0.0,1.0,25.0,29.0,11.0,112.0,658.0,1,939.0,0.9561688311688311,2.0,,,False,False,False,False,False,True,False,False,False,False,False,False,True
282886,29.0,1385.185185,27.0,0.1666666667,27.0,37400.0,0,0.0,0.0,1.0,0.0,6.0,0.0,28.0,6.0,16.0,,2,-1300.0,0.03333333333333333,,1400.0,466.6666666666667,False,False,False,False,False,True,False,False,False,False,False,False,True
249177,135.0,1633.333333,135.0,0.119047619,27.0,220500.0,0,0.0,1500.0,1.0,0.0,1.0,3.0,24.0,6.0,29.0,609.0,1,387.5,0.3000178013288235,,1750.0,968.75,False,False,False,False,False,True,False,False,False,False,False,False,True
64409,332.0,1913.580247,324.0,0.3,27.0,620000.0,0,0.0,2500.0,1.0,0.0,1.0,17.0,51.0,13.0,120.0,608.0,1,-2250.0,0.3116588768374483,,,,False,False,False,False,False,True,False,False,False,False,False,False,True
302536,28.0,2000.0,27.0,0.1666666667,27.0,54000.0,0,0.0,5000.0,1.0,0.0,2.0,0.0,24.0,5.0,9.0,,2,-2000.0,0.03571428571428571,,0.0,2000.0,False,False,False,False,False,True,False,False,False,False,False,False,True
90829,655.0,3414.269142,431.0,0.2666666667,26.9375,1471550.0,0,0.0,3000.0,1.0,0.0,1.0,50.0,40.0,14.0,103.0,598.0,4,171.42857142857142,0.32258490573932713,4.0,1000.0,3500.0,False,False,False,False,False,True,False,False,False,False,False,False,True
55608,796.0,2539.334638,511.0,0.1104651163,26.89473684,1297600.0,0,0.0,2000.0,1.0,0.0,1.0,79.0,39.0,18.0,127.0,605.0,2,977.7777777777778,0.49888731354941523,,0.0,2946.428571428571,False,False,False,False,False,True,False,False,False,False,False,False,True
199104,437.0,1586.352941,425.0,0.2077922078,26.5625,674200.0,0,0.0,1500.0,1.0,0.0,54.0,29.0,49.0,27.0,48.0,601.0,1,753.5714285714286,0.4883356454070531,,2000.0,666.6666666666666,False,False,False,False,False,True,False,False,False,False,False,False,True
13422,143.0,4504.716981,53.0,0.07692307692,26.5,238750.0,0,0.0,2500.0,1.0,0.0,1.0,24.0,52.0,33.0,165.0,599.0,1,3818.75,0.8610038610038611,,,,False,False,False,False,False,True,False,False,False,False,False,False,True
231968,55.0,1720.754717,53.0,0.2222222222,26.5,91200.0,1,0.0,1100.0,1.0,0.0,20.0,4.0,39.0,16.0,36.0,616.0,2,738.3333333333334,0.3927191166321601,3.0,,,False,False,False,False,False,True,False,False,False,False,False,False,True
201514,109.0,561.3207547,106.0,0.1538461538,26.5,59500.0,0,0.0,800.0,1.0,0.0,22.0,3.0,23.0,5.0,47.0,690.0,1,-312.5,0.5661366372391653,,,,False,False,False,False,False,True,False,False,False,False,False,False,True
175582,1174.0,2212.640056,714.0,0.3375,26.44444444,1579825.0,0,0.0,2800.0,1.0,0.0,1.0,32.0,24.0,5.0,56.0,598.0,4,-535.6349206349207,0.21246236417865091,,400.0,2214.8809523809523,False,False,False,False,False,True,False,False,False,False,False,True,False
188654,665.0,2119.537815,476.0,0.25,26.44444444,1008900.0,0,0.0,2000.0,1.0,0.0,1.0,19.0,39.0,16.0,52.0,625.0,2,1655.0,0.3965501887867667,,500.0,2190.0,False,False,False,False,False,True,False,False,False,False,False,False,True
157877,212.0,1240.191388,209.0,0.4210526316,26.125,259200.0,0,0.0,1200.0,1.0,0.0,9.0,16.0,28.0,8.0,65.0,611.0,1,-612.8571428571429,0.3826667995746943,,,,False,False,False,False,False,True,False,False,False,False,False,False,True
50986,57.0,1500.0,26.0,0.03571428571,26.0,39000.0,1,0.0,1500.0,1.0,0.0,17.0,7.0,50.0,32.0,132.0,626.0,1,-20.0,0.6785714285714285,,0.0,1500.0,False,False,False,False,False,True,False,False,False,False,False,False,True
288388,168.0,1000.0,78.0,0.0625,26.0,78000.0,1,0.0,1000.0,1.0,0.0,3.0,1.0,27.0,5.0,15.0,,1,-1000.0,0.3505291005291005,,0.0,1000.0,False,False,False,False,False,True,False,False,False,False,False,True,False
